Country Name,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Kuwait,37.71284224,34.88751223,38.13754525,47.87651007,59.4390906,80.79863014,101.5489318,114.6396904,147.3950893,105.9631689,115.4193999,154.0681159,174.0703823,174.1611425,162.6314125,114.5672981,109.4197286,120.7074355,138.1824003
Lao PDR,1.731198022,1.768619058,1.758176653,2.023324407,2.36639812,2.735558726,3.455031448,4.223152219,5.446434032,5.836138127,7.131773633,8.750107402,10.19284893,11.98325261,13.27924848,14.42638119,15.91249537,17.07116208,18.14165138
Lebanon,17.26036484,17.64975124,19.15223881,20.08291874,21.15982799,21.4973365,22.02270985,24.82735501,29.11891611,35.39958293,38.44390704,39.92712596,44.03599189,46.90933555,48.13341484,50.06594609,51.38931829,53.32480096,55.27615755
Liberia,0.874,0.906,0.927,0.748,0.897,0.949,1.119,1.373,1.726,1.768,1.998,2.398,2.791614,3.1771981,3.225652,3.2270757,3.3984196,3.3907034,3.4227548
Libya,38.27020695,34.11006445,20.48188976,26.265625,33.12230769,47.33414858,54.96193666,67.51623634,87.14040536,63.0283207,74.7734449,34.69939552,81.87366252,65.50287017,41.14272241,27.84213148,26.19714327,37.88324365,52.60788872
St. Lucia,0.932592593,0.892592593,0.9,0.987407407,1.066666667,1.135555556,1.268319185,1.336088815,1.437731111,1.401507889,1.486758037,1.576988407,1.605146778,1.664816741,1.755130815,1.808079889,1.865513444,1.996771444,2.065127259
Liechtenstein,2.483953103,2.491822707,2.688630823,3.07069132,3.454362686,3.659251526,4.000239273,4.601299567,5.081432924,4.504549214,5.082366478,5.739977477,5.456009385,6.391735894,6.657170923,6.268391521,6.237264055,6.474256119,6.839145107
Sri Lanka,16.33081418,15.7497538,16.53653565,18.88176544,20.66252594,24.40579104,28.27981492,32.35024841,40.71381231,42.06621787,56.72574922,65.29275301,68.43440932,74.31780654,79.35644984,80.60408069,82.40103871,87.42812812,87.96304234
Lesotho,0.887295268,0.825706961,0.775780698,1.157832935,1.511236656,1.682350935,1.80010559,1.682016947,1.766825413,1.740830511,2.234731974,2.579421686,2.477702253,2.36711317,2.441053176,2.359759799,2.114323794,2.306843529,2.514146888
Lithuania,11.52477687,12.237388,14.25978116,18.78172138,22.62750745,26.09767757,30.1835751,39.69789135,47.79755159,37.38812205,37.12869403,43.53505148,42.92745429,46.52342007,48.53365959,41.41887298,43.01808724,47.64077063,53.72466384
Luxembourg,21.17747098,21.36902819,23.53763787,29.60190406,35.00048051,37.65823405,42.87422532,51.52190391,58.60489087,54.25221311,56.15919276,61.615545,59.77980278,65.18474472,68.71329439,60.04743068,62.17465037,65.54986821,71.250209
Latvia,7.958852839,8.362398702,9.557031605,11.77197516,14.43570053,17.00345986,21.5700765,31.05435098,35.85427423,26.41090909,23.95616308,27.47438057,28.16990267,30.20478346,31.34514867,27.25212863,28.06453335,30.4085096,34.41221081
Morocco,38.85725134,39.45958122,42.23683682,52.06405883,59.62602016,62.34302265,68.64082548,79.04129487,92.50725778,92.89732038,93.21674666,101.3704743,98.26630662,106.8256499,110.0812486,101.1798081,103.3116492,109.682728,118.0962274
Moldova,1.288429392,1.480673594,1.661818168,1.980907435,2.598249556,2.988348836,3.408244549,4.401189466,6.054849885,5.439422031,6.974960345,8.414360656,8.709165249,9.496684701,9.510219299,7.74523166,8.071480541,9.669759987,11.4567284
Madagascar,4.629247091,5.438332738,5.351701534,6.37249872,5.064732716,5.859269849,6.395712392,8.524620739,10.72513793,9.616879571,9.982711338,11.55181962,11.57897489,12.42355527,12.52295723,11.32302083,11.84861374,13.17631359,13.7600331
Maldives,0.624337145,0.870030469,0.89703125,1.052121055,1.226829563,1.163362438,1.575200391,1.868383461,2.271646188,2.345294875,2.588176055,2.77435176,2.886170572,3.295011382,3.697351597,4.1094248,4.379136462,4.754175869,5.30096266
Mexico,707.9067446,756.7063006,772.1063789,729.3363197,782.240602,877.4762214,975.3871317,1052.696282,1109.989064,900.0453506,1057.801296,1180.489602,1201.089987,1274.443085,1315.351184,1171.867608,1078.490652,1158.913036,1222.408203
Marshall Islands,0.1153475,0.122824,0.1317382,0.1313985,0.1324402,0.1365595,0.1415158,0.1483467,0.1518989,0.1497696,0.1604071,0.1721885,0.1804363,0.1848404,0.1821428,0.1838143,0.2015109,0.2132041,0.2215889
Mali,2.961476518,3.468327017,3.908139487,4.714051055,5.454228771,6.247496491,6.905876385,8.156532186,9.838404005,10.23203686,10.6891672,12.99511341,12.44203627,13.24269143,14.364938,13.10476433,14.02604869,15.36571437,17.0708663
Malta,4.069515579,4.088368978,4.470446391,5.4484155,6.098092551,6.416184181,6.77832405,7.925371475,9.090406767,8.696366907,9.035932122,9.638916481,9.462238211,10.55166118,11.62628139,11.09143448,11.72152191,13.22129831,14.86471299
Myanmar,6.849321646,6.220271055,6.110633154,7.754647428,9.390855298,10.58843307,11.86301632,15.59118254,23.01301583,29.45516559,37.79605294,54.11860197,58.31867764,60.57225437,63.26489187,63.04530651,60.29173893,61.44939192,67.14472617
Montenegro,0.984297589,1.159869246,1.284685051,1.707710053,2.073234418,2.257174481,2.721903149,3.680711744,4.545674528,4.15933037,4.143033276,4.544516982,4.087725813,4.464260489,4.587928884,4.052913386,4.374128319,4.844592067,5.504166667
Mongolia,1.136896124,1.267997934,1.39655572,1.595297356,1.992066808,2.523471532,3.414055566,4.234999823,5.623216449,4.583850368,7.189481824,10.40979765,12.29277063,12.5821226,12.22651472,11.6198924,11.18135046,11.48084775,13.17809446
Mozambique,5.656473652,5.398568544,5.677003239,6.303391144,7.631120533,8.54207011,9.17688907,10.45084329,12.55619519,11.9144715,11.10464867,14.38155243,16.35080454,16.97432055,17.71608411,15.95096902,11.93699928,13.21908426,14.84587005
Mauritania,1.779523344,1.746064719,1.777058593,2.051147607,2.362501023,2.936019526,3.919577286,4.346206809,5.206444407,4.714592493,5.628882266,6.764635687,6.728208836,7.22306317,6.592537782,6.166857629,6.398744505,6.799075419,7.35443004
Mauritius,4.66331362,4.613630623,4.84131024,5.816553827,6.578844486,6.488750453,7.028803366,8.150138757,9.990370016,9.128843109,10.00367069,11.51839337,11.66868552,12.1296423,12.80344593,11.69228707,12.23246366,13.25935142,14.18195106
Malawi,1.743506531,1.716502862,3.495748398,3.208837077,3.476094499,3.655909664,3.998020177,4.432937046,5.321012192,6.191127665,6.959655571,8.004000737,6.028487929,5.518880769,6.047813437,6.373212641,5.43304016,8.943543677,9.880675786
Malaysia,93.78973684,92.78394737,100.8455263,110.2023684,124.7494737,143.5341026,162.6912382,193.5478241,230.8138977,202.2576252,255.0166092,297.9519608,314.4431494,323.2771589,338.0619634,301.354804,301.2553803,319.1121365,358.7916037
Namibia,3.92224799,3.557333364,3.34918476,4.926471294,6.609198833,7.24839416,8.001779551,8.839526452,8.607475308,8.938868165,11.43133445,12.52340233,13.04200743,12.0432764,12.43541606,11.33517956,10.72199468,12.89515316,13.68206225
Niger,2.24175312,2.448714681,2.782192987,3.394084885,3.760443966,4.383315657,4.75636148,5.731485267,7.297600897,7.352131669,7.851191899,8.772951262,9.426913349,10.22489793,10.8629442,9.683867894,10.39886224,11.1851024,12.80866053
Nigeria,69.44875693,74.03036447,95.38581932,104.9119478,136.3859793,176.1340872,236.1039824,275.625685,339.4762157,295.0087673,361.4566222,404.9935941,455.5015246,508.6929619,546.6763746,486.8032951,404.6500064,375.7464695,397.1904845
Nicaragua,5.107329007,5.323146566,5.224213018,5.322454926,5.795568205,6.321335612,6.763418646,7.423421958,8.496946608,8.298679909,8.758592272,9.774262742,10.53200661,10.98297927,11.88043407,12.75670658,13.28608364,13.78587663,13.02523991
Netherlands,416.4427861,431.2134228,471.6139657,578.7923251,657.1715918,685.0926502,733.3408606,847.481522,947.9976564,868.0772437,846.5548949,904.0859808,838.971307,876.9235189,890.9813111,765.2649498,783.5281817,831.809945,913.5970861
Norway,171.2471313,173.9722188,195.5241865,228.8585068,264.5116307,308.8842841,345.58137,400.9371002,462.25,386.1903853,428.7570385,498.2834385,509.5063171,522.7615319,498.4100503,385.8015501,368.8271429,398.3939553,436.9996926
Nepal,5.494252208,6.007055042,6.050875807,6.330473097,7.273938315,8.130258041,9.043715356,10.32561802,12.54543861,12.85498546,16.00265643,21.62171,21.7031065,22.16220896,22.73160297,24.36079541,24.52409818,28.97158921,33.11152518
Nauru,0.022,0.019,0.019,0.024,0.032,0.031,0.029,0.023,0.037,0.044,0.04756452,0.066055408,0.096927201,0.098491844,0.104654365,0.086529661,0.099723395,0.10935968,0.124021394
New Zealand,52.62328196,53.87242592,66.62772931,88.25088555,103.9052101,114.7201296,111.5388107,137.1889469,133.1313699,121.3736023,146.5175412,168.2913571,176.2066597,190.9065751,201.3134972,178.0644711,188.9434573,206.9506007,212.2257267
Oman,19.50745254,19.45200052,20.14275605,21.63370819,24.76371287,31.08199168,37.21577971,42.08537945,60.90545254,48.38836359,64.99349805,77.49752926,87.40884265,89.93602081,92.69908973,78.71079324,75.12873862,80.85669701,91.50585176
Pakistan,82.01774342,79.48440398,79.90498538,91.76054294,107.7596839,120.055292,137.2640611,152.3857163,170.0778141,168.1527753,177.1656351,213.5874132,224.3836208,231.2185672,244.3608888,270.5561317,278.6546377,304.5672532,314.5675416
Panama,12.304115,12.5020134,12.9943104,13.6939812,15.0133817,16.3743939,18.1416663,21.29598423,25.15588862,27.11663557,29.44028758,34.6862243,40.42973438,45.599994,49.92146437,54.09171378,57.90769541,62.2027252,64.92940921
Peru,51.74474913,52.03015878,54.77755352,58.73103012,66.7687035,76.06060606,88.64319306,102.1709811,120.5505998,120.8229865,147.528937,171.761737,192.6489991,201.1754691,200.7893625,189.8053008,191.8959438,211.0072075,222.5746973
Philippines,83.66969359,78.92123446,84.30729197,87.03914597,95.0020285,107.4199617,127.6528592,155.9803783,181.6245772,175.9747116,208.3687269,234.2169304,261.9205099,283.9027283,297.4832471,306.4461406,318.6267615,328.4808671,346.8420942
Palau,0.1462975,0.1569079,0.1631849,0.1539632,0.1651862,0.1904529,0.1923824,0.1988977,0.1982839,0.1875228,0.185943,0.1969111,0.2123978,0.2211172,0.2416698,0.2804577,0.2983,0.2853,0.2847
Papua New Guinea,3.521339699,3.081024212,2.99951104,3.536411824,3.927157867,4.865892972,8.355006707,9.545177014,11.67084093,11.6196378,14.25075523,17.9849105,21.29565924,21.26143279,23.21068254,21.72353117,20.7590691,22.74261355,24.10950985
Poland,172.2194611,190.9054935,199.0720588,217.8272608,255.1101815,306.1443363,344.6220031,429.0285054,533.6090819,439.7375084,479.834179,528.3012691,498.5235682,521.0162627,542.4770962,477.8119114,472.6303642,526.5088773,587.4117452
Portugal,118.3107103,121.4988895,134.1560917,164.8621422,189.0345021,197.1803308,208.5816949,240.1908034,262.3447796,243.7016352,237.8809083,244.7972266,216.2366088,226.3695021,229.5961708,199.3138943,206.2860228,220.8111105,242.1947885
Paraguay,8.85570514,8.495806432,7.196260657,7.691367471,9.624440836,10.73750019,13.42943005,17.85627047,24.61653762,22.35560127,27.23778285,33.75623877,33.29643831,38.65133429,40.37798721,36.2113727,36.08955066,38.99712947,40.22544834
Qatar,17.75989011,17.53846154,19.36373626,23.53379121,31.73406593,44.53049451,60.88214286,79.71208791,115.2700549,97.79835165,125.1223063,167.7752686,186.8335024,198.727643,206.2245986,161.7399556,151.7321819,161.0991222,183.3349538
Romania,37.25325902,40.39482468,46.06610195,57.80650602,74.97266906,98.45279198,122.0229975,174.5852028,214.313629,174.1036959,166.3093552,183.3267401,170.6358053,190.8013462,199.9593634,177.7292109,188.1288185,211.6954226,241.4574031
Russia,259.7101422,306.6020706,345.4704944,430.3477707,591.0166907,764.017108,989.9305423,1299.705765,1660.846388,1222.644282,1524.917468,2045.925608,2208.295774,2292.473247,2059.241965,1363.481063,1276.786979,1574.199387,1657.328866
Rwanda,2.0675285,1.965444515,1.964779921,2.137093489,2.375281627,2.932213575,3.317951468,4.068065929,5.177015141,5.671332138,6.121234529,6.88103827,7.65030032,7.815599503,8.241332517,8.539048448,8.690485823,9.253098954,9.640280084
Saudi Arabia,189.5149262,184.1374697,189.6059202,215.8076553,258.742263,328.4597001,376.9001357,415.9645831,519.7967386,429.0978993,528.2073326,671.2388401,735.9748434,746.6471274,756.3503473,654.2699029,644.9355414,688.5862443,786.5218316
Sudan,12.25741833,15.71648937,18.13683909,21.35557667,26.64549068,35.18210541,45.2645195,59.44013977,64.8319356,51.62104408,58.96297803,55.01856721,37.63291997,43.02401808,49.51674862,51.72675868,42.630376,41.28361798,30.96434968
Senegal,6.013184809,6.507824767,7.006402592,8.768721956,10.07681728,11.00903267,11.6979188,13.99421894,16.85399118,16.14586828,16.12131467,17.81428462,17.66087173,18.91866864,19.79725464,17.77476664,19.04031282,20.99656475,23.11669981
Singapore,96.07447796,89.79494335,92.53775271,97.64544828,115.0354988,127.8076184,148.6303732,180.9419415,193.6119867,194.152286,239.8093876,279.3511687,295.0872209,307.5763606,314.8511562,308.0041461,318.7638075,343.3377507,375.9815391
Solomon Islands,0.419933581,0.409435392,0.346431958,0.352522682,0.397611127,0.476898764,0.538668769,0.620230005,0.699157191,0.73594041,0.846797694,1.049952233,1.190994127,1.284698922,1.335538893,1.307061544,1.378551118,1.483758907,1.574599183
Sierra Leone,0.635874002,1.090467712,1.25334052,1.385810072,1.448536631,1.650494367,1.885112202,2.158496873,2.505458705,2.453899847,2.578026297,2.942546781,3.801862611,4.920343195,5.015157816,4.218723875,3.67479453,3.719369107,4.085114794
El Salvador,11.7849277,12.2825336,12.6641903,13.2438922,13.7248109,14.698,15.99989,17.01175,17.98689,17.60162,18.44792,20.28378,21.38615,21.99096,22.59347,23.43824,24.19143,24.97919,26.02085
Somalia,2.052,1.303,1.219,1.517,1.984,2.316,2.39,2.483,2.6,1.247,1.093,3.499,3.611,3.892,3.964,4.049,4.198,4.509,4.651
Serbia,6.875845987,12.96053872,17.12090692,22.48236532,26.14196816,27.68322596,32.48207036,43.17099062,52.19422147,45.16289438,41.81946869,49.25813613,43.30925292,48.39423947,47.06220668,39.65595884,40.69264337,44.17905528,50.64065022
Sao Tome and Principe,0.077,0.075951211,0.085171308,0.102085583,0.114582562,0.136450275,0.142775597,0.149146423,0.188021191,0.187820465,0.196652514,0.23148927,0.250680846,0.300554484,0.346528329,0.316066072,0.345495615,0.375614126,0.41225381
Suriname,0.94767197,0.834279358,1.093574468,1.274190311,1.484092538,1.793388732,2.626380435,2.936612022,3.532969035,3.875409836,4.368398048,4.422276622,4.98,5.145757576,5.240606061,5.126291451,3.317438911,3.591623596,3.996247906
Slovak Republic,29.16995301,30.75215034,35.13034067,46.81658916,57.33201515,62.78530531,70.70809811,86.45408158,100.4695093,89.04628925,90.7126719,99.36272049,94.25857269,98.54130546,100.9547194,88.60128984,89.61405314,95.15788867,105.5612189
Slovenia,20.28962764,20.87630997,23.48989027,29.63471364,34.4147845,36.20639597,39.48104504,48.00637284,55.55250915,50.3680564,48.16125041,51.51636665,46.58045747,48.40189681,49.93068501,43.09017339,44.73633352,48.46908271,54.13714215
Sweden,262.8354544,242.3958525,266.8490618,334.3372123,385.1180449,392.2180889,423.0934374,491.2525892,517.7061492,436.5370143,495.8125588,574.094113,552.4837273,586.8418218,581.9640172,505.1037813,515.6546715,541.0187498,555.4553715
Eswatini,1.738100853,1.542477309,1.432228125,2.197612701,2.770082792,3.178126492,3.291353836,3.469363996,3.294093485,3.580417067,4.438778424,4.820499924,4.886533033,4.59753203,4.42296834,4.063245671,3.816022047,4.402969226,4.665420239
Seychelles,0.614879765,0.622262057,0.697518248,0.705704816,0.839319927,0.919103255,1.016418229,1.033561654,0.967199594,0.84739785,0.969936525,1.06582667,1.060226126,1.328157609,1.343007845,1.377495054,1.426651769,1.528242026,1.547690759
Syria,80.59002227,86.77131403,90.55848552,95.69380846,112.8633408,134.2038307,153.7999109,180.0301114,218.0899777,224.5616927,252.5182183,64.31543794,42.80731598,20.34545847,21.2390004,16.49207214,12.35698064,16.11299141,21.49033509
Chad,1.388506727,1.710843361,1.997005787,2.742815195,4.422855929,6.649307057,7.428701809,8.650138069,10.39383472,9.290728773,10.66810273,12.17230952,12.36736368,12.9535355,13.94076807,10.95039222,10.09777835,10.00039524,11.23916705
Togo,1.491891108,1.482437752,1.706698099,2.115836353,2.259992642,2.281482855,2.351584608,2.662612348,3.32367713,3.379258565,3.429461495,3.87245925,3.873308389,4.321655656,4.574986537,4.180866177,6.031632168,6.395472574,7.112200725
Thailand,126.3922337,120.2964762,134.3008513,152.2806776,172.8957496,189.3185497,221.7581965,262.9424767,291.3829912,281.7104166,341.1048202,370.8191409,397.558223,420.3332032,407.3394541,401.2964374,413.3661507,456.3569614,506.6110702
Tajikistan,0.860521119,1.080768907,1.221120799,1.555301496,2.076182461,2.312327536,2.830220713,3.719506173,5.161337336,4.97948198,5.64217858,6.522732203,7.633049792,8.448469838,9.112544556,8.271454301,6.992393787,7.536439875,7.765014424
Turkmenistan,2.904732773,3.534803922,4.461978499,5.977560877,6.838351088,8.103901996,10.27667436,12.6641651,19.27152318,20.21438596,22.58315789,29.23333333,35.16421053,39.19754386,43.52421053,35.79971429,36.16942857,37.92628571,40.76542857
Timor-Leste,0.3670879,0.4774435,0.4695067,0.4904391,0.4407646,0.4622836,0.4538051,0.5427954,0.6484927,0.7268824,0.8818278,1.0424115,1.1603895,1.3955196,1.4473071,1.5944109,1.6506185,1.6156097,1.5838762
Tonga,0.204849613,0.181116953,0.182763694,0.20224696,0.230657965,0.261797606,0.292232117,0.298513956,0.344428609,0.312377379,0.366840012,0.414523388,0.470714083,0.450643615,0.439878828,0.437006227,0.420540179,0.460379145,0.489235527
Trinidad and Tobago,8.154338233,8.824873259,9.008273721,11.3054598,13.28027512,15.98228246,18.36936109,21.64162005,27.87158735,19.17216523,22.1579484,25.43301141,25.76322011,27.26847856,27.6158431,24.95985825,22.38626481,22.38542665,23.67991965
Tunisia,21.47326184,22.06603183,23.14215376,27.45300737,31.18305901,32.27300755,34.37731029,38.91407835,44.86096908,43.45493594,46.20633126,48.12283814,47.31119634,48.68384856,50.27134209,45.78006905,44.36077565,42.16397496,42.57027011
Turkey,274.3029591,201.7511484,240.2532163,314.5924281,408.8760427,506.3083115,557.0578291,681.337335,770.4621562,649.2725688,776.9925999,838.7627552,880.5563758,957.7830209,938.9526286,864.3166703,869.6929604,858.9962631,778.4719017
Tuvalu,0.013742057,0.013196545,0.015450994,0.018231079,0.021534932,0.021839099,0.022902861,0.027030374,0.03029022,0.027101076,0.031823519,0.03871181,0.037671775,0.037509075,0.037290608,0.035492074,0.0365478,0.040619252,0.042588165
Tanzania,13.37597635,13.58164425,14.14203508,15.2242577,16.67594841,18.39904603,18.64959025,21.84352902,27.94117743,29.08142528,32.01424984,34.6571395,39.65053021,45.68053261,49.96478881,47.37859903,49.774021,53.32062596,57.00371361
Uganda,6.193246837,5.840503869,6.178563591,6.606884391,7.939487474,9.239221859,9.977647645,11.9025644,14.44040402,25.12780557,26.67344167,27.87172521,27.30591576,28.915787,32.61239776,32.38718384,29.20398881,30.74447391,32.92702557
Ukraine,32.37528032,39.30958098,43.95636992,52.01023872,67.22015416,89.23937011,111.8847525,148.7338614,188.1111406,121.5527775,141.2098644,169.3330488,182.5924165,190.4988115,133.5034114,91.03095945,93.35599363,112.0905304,130.8910498
Uruguay,22.8232558,20.89878842,13.6064946,12.04563109,13.68632989,17.36285768,19.57945797,23.41057263,30.36621312,31.66091128,40.28448165,47.9624393,51.26439012,57.53123335,57.23601309,53.27430422,57.23665249,64.23396686,64.51503827
United States,10252.34546,10581.8214,10936.41905,11458.24388,12213.72915,13036.64023,13814.61141,14451.85866,14712.84408,14448.93303,14992.05273,15542.5811,16197.00735,16784.8492,17527.1637,18238.30057,18745.07569,19542.97918,20611.86093
Uzbekistan,13.76051397,11.40142133,9.687788513,10.13445344,12.03002355,14.30750984,17.33083385,22.31139393,29.54943888,33.68922367,49.7656764,60.1789093,67.51734921,73.18003669,80.84538438,86.19626519,86.13828862,62.0813233,52.63314381
St. Vincent and the Grenadines,0.396262963,0.430040741,0.461885185,0.481807407,0.521974074,0.55072963,0.61092963,0.684444444,0.69542963,0.674922222,0.681225926,0.67612963,0.692933333,0.721207407,0.727714815,0.7554,0.77442963,0.792177778,0.8113
Venezuela,117.1407235,122.9039602,92.89358773,83.62062858,112.4533823,145.5100081,178.521,232.857,306.764,268.624,318.281,352.54,353.191,258.993,203.822,323.595,279.249,143.841,98.4
Vietnam,31.1725184,32.68519874,35.0641055,39.55251332,45.42785469,57.63325562,66.37166482,77.41442553,99.1303041,106.0146598,115.9317497,135.5394386,155.8200019,171.2220251,186.2046529,193.2411087,205.2761721,223.7798658,245.2136864
Vanuatu,0.272014693,0.257926882,0.262596598,0.314471328,0.364996869,0.394962552,0.439376794,0.516392923,0.590748237,0.592622502,0.670713208,0.770153304,0.747839698,0.758304466,0.772315721,0.730870582,0.780889606,0.880043554,0.914727908
World,33815.9655,33609.21143,34884.36846,39128.64076,44095.86427,47773.98189,51769.42409,58321.35152,64014.45563,60730.36172,66488.28144,73653.7455,75312.27799,77439.50722,79557.66012,75112.44416,76305.05887,81193.29166,86267.60063
Samoa,0.26901971,0.273088357,0.288078881,0.338838639,0.420320176,0.465568018,0.50583244,0.570469197,0.619260722,0.58470602,0.663155955,0.737147951,0.760319276,0.770059551,0.75680594,0.787958586,0.799493884,0.832025574,0.821286928
Yemen,9.65243618,9.861560095,10.69462809,11.77796667,13.87279166,16.74634477,19.06197859,21.65053226,26.91085136,25.13027412,30.90674953,32.72641721,35.40134166,40.4152357,43.22858532,42.44510239,31.31736527,26.84012876,21.60614091
South Africa,151.7533695,135.429607,129.0881322,197.0202415,255.8066314,288.8684891,303.8608741,333.0754626,316.1321388,329.7530489,417.365077,458.2015141,434.4005451,400.8860136,381.1988698,346.7097905,323.5855097,381.4488147,404.8421167
Zambia,3.60068304,4.094480988,4.193845678,4.901839731,6.221077675,8.331870169,12.7568589,14.05695798,17.91085864,15.3283423,20.26555948,23.45951528,25.50306042,28.03723946,27.14102356,21.2512168,20.95841254,25.87360126,26.3115903
Zimbabwe,6.6899576,6.7773847,6.3421164,5.7275918,5.8055984,5.7552152,5.4438965,5.2919501,4.4157028,9.6657933,12.0416552,14.1019203,17.1148499,19.09102,19.4955196,19.9631206,20.5486781,17.58489094,18.11554379
